,0,1,2,3
740,10,5115,"nice product , best in it's price ₹1099 and working fine.quality is good than others .playback time is more than 8hrs.READ MORE",5
741,10,5272,Bass is good .... the speaker is small ... doesnt set on the ears well .... but if u give ur time ... u can figure out ur best position !!! ... the product does not look big nd catchy !!! But its ok ...READ MORE,3
742,10,5461,Good product at this prize work fine and bass is also goodREAD MORE,4
743,10,6063,Vry nice product .  Though sound clearence and bass is not sooo good bt loudness is mascular ..although at this price its the best ...READ MORE,4
744,10,6630,Great expirence ......... Good sound equality great product and also good quality headphone deep bass is also good medium size headphone good features also.. best wireless headphone in this priceREAD MORE,5
745,10,7001,"It's power packed performance the product is very good , it's giving 8 hours backup battery very comfortable to fold and light wait Pros:-Super bassLong lasting batteryHd clarityLong range frequencyFinally the product is very good !!Thank to flipkart.READ MORE",5
746,10,8167,"Best product in the price range if you want a wireless headphone with good sound quality, for rupees 1100 it is a good buy.READ MORE",5
747,10,9731,"I ordered it on last Thursday and got the product on Monday . awesome delivery by flipkart !!And now the product : the bass is awesome , very good sound . In nutshell , a very good product.READ MORE",5
748,10,10111,Got it just now. The battery got recharged in some 2 hours.  Sound quality is good. Obviously not that professional but if you are a regular listener then this piece is worth to be brought. The mic is not that good but if you have good coverage area then it works fine.READ MORE,4
749,10,10249,"Using from last week, good Bluetooth connectivity and battery backup. Keep going even after 2 days full usage.Sound quality is very decent and up to the mark. All the functions mentioned works great. Mic is not that great in public places and other person can't hear you properly. Bit uncomfortable after hours in ear. Very fashionable Bluetooth gear, worth the price.READ MORE",4
750,10,10509,"Everything is nice , clarity very good , bass awesome if equalized and light weight, compact comfort is ok ..READ MORE",4
751,10,10610,"I received this product within 20 hrs after placing an Order. Lightning fast delivery by Flipkart.I was looking for a decent wireless headphones in price range of around INR 2k to 3k max.After endless research, I found that most of the wireless headphones are quite expensive and those available in this range are of average build quality, average looking with average sound quality.I found boAt Rockerz 400 On-the-ear Wireless bluetooth on Flipkart, that also special day offer. quite good d...READ MORE",5
752,10,10944,Very nice and satisfactory performance. The advantage is that it has both options of Bluetooth as well 3.5mm Audio cable also.READ MORE,4
753,10,11285,"A damn good headphone for its price..Bass lover? Go for it bro/sis. Very much loud speakers (obviously,40mm drivers) and even in high volume, doesn't affect the damn good quality of the sound, battery performance is also as mentioned,maybe not 8,but you will DEFINITELY get at least 6 hours at max volume,call experience was good enough,yes sometimes the connectivity gets affected somehow,but in 10 days, I experienced that only thrice, this was my point of view about this product, I'll definite...READ MORE",5
754,10,11692,"Awesome Headphone🖤Pros:Insane Bass.Good Clarity.Satisfactory Range ,considering the price.Better experience with aux.Good Battery performance.Charging speed is satisfactory.Bought it for Rs. 999.Cons:TightBegins to sweat after sometime.Can be used only for 45mins. But it will get adjusted after sometime.Best budget headset 👌READ MORE",5
755,10,11868,"Superb quality but a little bit tight.But at the price range of 999 its worth.You can buy this product for ₹999 on big offer days.So what you wanna do is just add this product to your cart and when the price drops to ₹999, place your order.READ MORE",5
756,10,11927,awesome👏✊👍READ MORE,5
757,10,12381,look wise bestREAD MORE,5
758,10,12455,Awsome product😍😍😍😍READ MORE,5
759,10,12471,superb product.... sound quality is good..... boAt rocks🤘READ MORE,5
760,10,12946,good product but feels tight.. delivery was also awesomeREAD MORE,4
761,10,13282,superb headphones 👍👍👍👍READ MORE,5
762,10,13776,excellent headphones with superb bassREAD MORE,5
763,10,13794,"To Flipkart team,My headphones is not working properly the aux cable is not connecting and the sound of the song is very disturbing while connecting with bluetooth.My headphones are under warranty but the contact number of the customer care of boat company is always busy or unable to connect I'm very disappointed  with this product.Please help me sir.READ MORE",1
764,10,14192,Very niceREAD MORE,4
765,10,14248,Superb sound quality I love this productREAD MORE,4
766,10,15547,"sound quality is good , battery backup is also good. But built and design doesnt allow you to wear them for more than 1 hour. You will feel mild pain on ears and will increase as you wear it longer.READ MORE",3
767,10,15604,very GoodREAD MORE,4
768,10,17228,Nice quality 👍READ MORE,5
769,10,17434,The sound of the headphones is really nice especailly the base but the mic of this headphones doesn't work at all and also the ear cups are too uncomfortable and tight that you can't wear them more then 15 mins as it starts paining in your ears. the Flipkart also will not solve your problem and you have to suffer a lot to exchange this product. Flipkart also don't provide you return of money in this product so for me it is a very bad experience of buying these headphones from Flipkart. I will...READ MORE,1
770,10,17643,"Awesome Product..Everything is great, Quality, Sound & Bass, Connectivity - Bluetooth & AUX, Battery Backup, Buttons And Mic support for hands free calling..READ MORE",5
771,10,17663,awesome product..READ MORE,4
772,10,17984,Pros: Sound quality is amazing with good bass. No bluetooth headphones in this price range gives you such a great sound experience.Cons: Uncomfortable if you have a big head.READ MORE,4
773,10,18313,Sounds is goodREAD MORE,4
774,10,19526,Nice product clear sound but calling voice not clear .READ MORE,5
775,10,19942,very niceREAD MORE,5
